timestamp,component,instance,rss_bytes,fd_count,tasks,queue_depth,db_connections,environment_id,candidate_sha
2026-08-14T00:00:45Z,postgres,pg-primary,209752064,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:00:50Z,controller,api-1,104867840,48,122,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:00:50Z,transportd,node-1,104878080,40,201,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:00:50Z,agent,node-agent-03,52433920,24,60,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:00:50Z,postgres,pg-primary,209756160,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:00:55Z,controller,api-1,104868864,48,122,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:00:55Z,transportd,node-1,104880128,40,201,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:00:55Z,agent,node-agent-03,52434432,24,60,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:00:55Z,postgres,pg-primary,209760256,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:00Z,controller,api-1,104869888,48,122,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:00Z,transportd,node-1,104882176,40,201,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:00Z,agent,node-agent-03,52434944,24,60,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:00Z,postgres,pg-primary,209764352,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:05Z,controller,api-1,104870912,48,122,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:05Z,transportd,node-1,104884224,40,201,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:05Z,agent,node-agent-03,52435456,24,60,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:05Z,postgres,pg-primary,209768448,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:10Z,controller,api-1,104871936,48,122,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:10Z,transportd,node-1,104886272,40,201,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:10Z,agent,node-agent-03,52435968,24,60,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:10Z,postgres,pg-primary,209772544,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:15Z,controller,api-1,104872960,49,123,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:15Z,transportd,node-1,104888320,40,201,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:15Z,agent,node-agent-03,52436480,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:15Z,postgres,pg-primary,209776640,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:20Z,controller,api-1,104873984,49,123,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:20Z,transportd,node-1,104890368,40,202,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:20Z,agent,node-agent-03,52436992,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:20Z,postgres,pg-primary,209780736,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:25Z,controller,api-1,104875008,49,123,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:25Z,transportd,node-1,104892416,40,202,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:25Z,agent,node-agent-03,52437504,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:25Z,postgres,pg-primary,209784832,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:30Z,controller,api-1,104876032,49,123,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:30Z,transportd,node-1,104894464,40,202,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:30Z,agent,node-agent-03,52438016,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:30Z,postgres,pg-primary,209788928,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:35Z,controller,api-1,104877056,49,123,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:35Z,transportd,node-1,104896512,40,202,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:35Z,agent,node-agent-03,52438528,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:35Z,postgres,pg-primary,209793024,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:40Z,controller,api-1,104878080,49,124,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:40Z,transportd,node-1,104898560,41,202,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:40Z,agent,node-agent-03,52439040,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:40Z,postgres,pg-primary,209797120,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:45Z,controller,api-1,104879104,49,124,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:45Z,transportd,node-1,104900608,41,202,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:45Z,agent,node-agent-03,52439552,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:45Z,postgres,pg-primary,209801216,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:50Z,controller,api-1,104880128,49,124,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:50Z,transportd,node-1,104902656,41,202,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:50Z,agent,node-agent-03,52440064,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:50Z,postgres,pg-primary,209805312,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:55Z,controller,api-1,104881152,49,124,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:55Z,transportd,node-1,104904704,41,202,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:55Z,agent,node-agent-03,52440576,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:01:55Z,postgres,pg-primary,209809408,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:00Z,controller,api-1,104882176,49,124,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:00Z,transportd,node-1,104906752,41,203,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:00Z,agent,node-agent-03,52441088,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:00Z,postgres,pg-primary,209813504,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:05Z,controller,api-1,104883200,49,125,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:05Z,transportd,node-1,104908800,41,203,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:05Z,agent,node-agent-03,52441600,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:05Z,postgres,pg-primary,209817600,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:10Z,controller,api-1,104884224,49,125,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:10Z,transportd,node-1,104910848,41,203,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:10Z,agent,node-agent-03,52442112,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:10Z,postgres,pg-primary,209821696,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:15Z,controller,api-1,104885248,49,125,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:15Z,transportd,node-1,104912896,41,203,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:15Z,agent,node-agent-03,52442624,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:15Z,postgres,pg-primary,209825792,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:20Z,controller,api-1,104886272,49,125,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:20Z,transportd,node-1,104914944,41,203,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:20Z,agent,node-agent-03,52443136,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:20Z,postgres,pg-primary,209829888,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:25Z,controller,api-1,104887296,49,125,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:25Z,transportd,node-1,104916992,41,203,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:25Z,agent,node-agent-03,52443648,24,61,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:25Z,postgres,pg-primary,209833984,80,40,0,40,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:30Z,controller,api-1,104888320,50,126,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:30Z,transportd,node-1,104919040,41,203,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:30Z,agent,node-agent-03,52444160,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:30Z,postgres,pg-primary,209838080,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:35Z,controller,api-1,104889344,50,126,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:35Z,transportd,node-1,104921088,41,203,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:35Z,agent,node-agent-03,52444672,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:35Z,postgres,pg-primary,209842176,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:40Z,controller,api-1,104890368,50,126,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:40Z,transportd,node-1,104923136,41,204,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:40Z,agent,node-agent-03,52445184,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:40Z,postgres,pg-primary,209846272,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:45Z,controller,api-1,104891392,50,126,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:45Z,transportd,node-1,104925184,41,204,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:45Z,agent,node-agent-03,52445696,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:45Z,postgres,pg-primary,209850368,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:50Z,controller,api-1,104892416,50,126,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:50Z,transportd,node-1,104927232,41,204,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:50Z,agent,node-agent-03,52446208,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:50Z,postgres,pg-primary,209854464,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:55Z,controller,api-1,104893440,50,127,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:55Z,transportd,node-1,104929280,41,204,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:55Z,agent,node-agent-03,52446720,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:02:55Z,postgres,pg-primary,209858560,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:00Z,controller,api-1,104894464,50,127,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:00Z,transportd,node-1,104931328,41,204,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:00Z,agent,node-agent-03,52447232,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:00Z,postgres,pg-primary,209862656,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:05Z,controller,api-1,104895488,50,127,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:05Z,transportd,node-1,104933376,41,204,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:05Z,agent,node-agent-03,52447744,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:05Z,postgres,pg-primary,209866752,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:10Z,controller,api-1,104896512,50,127,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:10Z,transportd,node-1,104935424,41,204,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:10Z,agent,node-agent-03,52448256,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:10Z,postgres,pg-primary,209870848,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:15Z,controller,api-1,104897536,50,127,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:15Z,transportd,node-1,104937472,41,204,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:15Z,agent,node-agent-03,52448768,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:15Z,postgres,pg-primary,209874944,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:20Z,controller,api-1,104898560,50,128,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:20Z,transportd,node-1,104939520,42,205,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:20Z,agent,node-agent-03,52449280,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:20Z,postgres,pg-primary,209879040,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:25Z,controller,api-1,104899584,50,128,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:25Z,transportd,node-1,104941568,42,205,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:25Z,agent,node-agent-03,52449792,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:25Z,postgres,pg-primary,209883136,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:30Z,controller,api-1,104900608,50,128,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:30Z,transportd,node-1,104943616,42,205,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:30Z,agent,node-agent-03,52450304,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:30Z,postgres,pg-primary,209887232,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:35Z,controller,api-1,104901632,50,128,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:35Z,transportd,node-1,104945664,42,205,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:35Z,agent,node-agent-03,52450816,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:35Z,postgres,pg-primary,209891328,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:40Z,controller,api-1,104902656,50,128,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:40Z,transportd,node-1,104947712,42,205,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:40Z,agent,node-agent-03,52451328,25,62,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:40Z,postgres,pg-primary,209895424,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:45Z,controller,api-1,104903680,51,129,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:45Z,transportd,node-1,104949760,42,205,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:45Z,agent,node-agent-03,52451840,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:45Z,postgres,pg-primary,209899520,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:50Z,controller,api-1,104904704,51,129,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:50Z,transportd,node-1,104951808,42,205,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:50Z,agent,node-agent-03,52452352,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:50Z,postgres,pg-primary,209903616,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:55Z,controller,api-1,104905728,51,129,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:55Z,transportd,node-1,104953856,42,205,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:55Z,agent,node-agent-03,52452864,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:03:55Z,postgres,pg-primary,209907712,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:00Z,controller,api-1,104906752,51,129,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:00Z,transportd,node-1,104955904,42,206,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:00Z,agent,node-agent-03,52453376,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:00Z,postgres,pg-primary,209911808,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:05Z,controller,api-1,104907776,51,129,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:05Z,transportd,node-1,104957952,42,206,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:05Z,agent,node-agent-03,52453888,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:05Z,postgres,pg-primary,209915904,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:10Z,controller,api-1,104908800,51,130,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:10Z,transportd,node-1,104960000,42,206,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:10Z,agent,node-agent-03,52454400,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:10Z,postgres,pg-primary,209920000,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:15Z,controller,api-1,104909824,51,130,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:15Z,transportd,node-1,104962048,42,206,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:15Z,agent,node-agent-03,52454912,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:15Z,postgres,pg-primary,209924096,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:20Z,controller,api-1,104910848,51,130,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:20Z,transportd,node-1,104964096,42,206,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:20Z,agent,node-agent-03,52455424,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:20Z,postgres,pg-primary,209928192,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:25Z,controller,api-1,104911872,51,130,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:25Z,transportd,node-1,104966144,42,206,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:25Z,agent,node-agent-03,52455936,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:25Z,postgres,pg-primary,209932288,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:30Z,controller,api-1,104912896,51,130,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:30Z,transportd,node-1,104968192,42,206,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:30Z,agent,node-agent-03,52456448,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:30Z,postgres,pg-primary,209936384,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:35Z,controller,api-1,104913920,51,131,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:35Z,transportd,node-1,104970240,42,206,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:35Z,agent,node-agent-03,52456960,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:35Z,postgres,pg-primary,209940480,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:40Z,controller,api-1,104914944,51,131,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:40Z,transportd,node-1,104972288,42,207,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:40Z,agent,node-agent-03,52457472,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:40Z,postgres,pg-primary,209944576,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:45Z,controller,api-1,104915968,51,131,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:45Z,transportd,node-1,104974336,42,207,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:45Z,agent,node-agent-03,52457984,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:45Z,postgres,pg-primary,209948672,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:50Z,controller,api-1,104916992,51,131,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:50Z,transportd,node-1,104976384,42,207,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:50Z,agent,node-agent-03,52458496,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:50Z,postgres,pg-primary,209952768,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:55Z,controller,api-1,104918016,51,131,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:55Z,transportd,node-1,104978432,42,207,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:55Z,agent,node-agent-03,52459008,25,63,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:04:55Z,postgres,pg-primary,209956864,80,40,0,41,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:05:00Z,controller,api-1,104919040,52,132,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:05:00Z,transportd,node-1,104980480,43,207,0,,g6-12345678,1111111111111111111111111111111111111111
2026-08-14T00:05:00Z,agent,node-agent-03,52459520,26,64,0,,g6-12345678,1111111111111111111111111111111111111111
